Geneid	Chr	Start	End	Strand	Length	wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YNR037C	chrXIV	695052	695327	-	276	59	89	71	104	136	113	124	124	128	114
YNR038W	chrXIV	695595	697484	+	1890	133	211	130	126	101	158	93	161	176	209
YNR039C	chrXIV	697614	699431	-	1818	427	484	358	426	345	451	357	393	347	387
YNR040W	chrXIV	699690	700460	+	771	96	127	97	133	144	156	174	190	190	196
YNR041C	chrXIV	700541	701659	-	1119	154	163	141	185	151	120	136	140	121	136
YNR042W	chrXIV	701238	701666	+	429	0	0	0	0	0	0	0	0	0	0
YNR043W	chrXIV	701895	703085	+	1191	523	689	455	578	535	516	511	734	593	635
YNR044W	chrXIV	703699	705876	+	2178	789	936	342	645	209	325	185	158	131	182
YNR045W	chrXIV	706139	707608	+	1470	190	362	188	213	162	243	210	231	249	256
YNR046W	chrXIV	707788	708195	+	408	125	253	182	271	251	213	192	299	281	218
YNR047W	chrXIV	708523	711204	+	2682	259	332	189	224	174	243	201	326	366	582
YNR048W	chrXIV	711630	712811	+	1182	89	124	104	88	60	74	69	111	92	94
YNR049C	chrXIV	713023	713655	-	633	140	208	144	179	161	178	134	154	154	160
YNR050C	chrXIV	714048	715388	-	1341	1630	2601	1874	1289	1405	1443	1578	1236	1524	1247
YNR051C	chrXIV	716780	718327	-	1548	1017	1742	1397	1169	1370	1310	1695	985	1035	1023
YNR052C	chrXIV	719346	720647	-	1302	237	370	221	309	255	236	194	296	281	282
YNR053C	chrXIV	721120	723112	-	1993	267	507	447	384	344	414	355	574	567	418
YNR054C	chrXIV	723356	724306	-	951	143	230	207	171	157	224	194	247	269	309
YNR055C	chrXIV	728426	730186	-	1761	890	1304	873	951	802	867	694	719	785	749
YNR056C	chrXIV	731618	733303	-	1686	422	646	456	256	224	254	209	254	247	302
YNR057C	chrXIV	733356	734069	-	714	146	213	159	214	136	160	89	71	99	91
YNR058W	chrXIV	734291	735733	+	1443	488	659	473	394	225	289	166	101	128	109
YNR059W	chrXIV	736803	738545	+	1743	340	437	273	288	235	254	258	235	188	246
YNR060W	chrXIV	739951	742110	+	2160	177	263	178	153	148	189	154	167	133	196
YNR061C	chrXIV	742881	743540	-	660	186	280	114	263	195	266	214	186	216	188
YNR062C	chrXIV	744360	745343	-	984	45	67	33	39	42	68	37	49	69	92
YNR063W	chrXIV	746943	748766	+	1824	51	86	51	39	52	78	34	107	95	141
YNR064C	chrXIV	749136	750008	-	873	64	76	55	74	60	73	45	129	126	156
YNR065C	chrXIV	750350	753700	-	3351	1382	2053	1401	1305	911	1174	792	1504	1290	1295
YNR066C	chrXIV	753725	755035	-	1311	69	111	75	90	71	96	69	351	308	373
YNR067C	chrXIV	755746	759099	-	3354	1280	1823	800	1267	974	1265	576	922	1256	1429
YNR068C	chrXIV	760067	760885	-	819	385	459	180	317	194	312	165	138	169	280
YNR069C	chrXIV	761123	762592	-	1470	202	346	123	164	184	225	140	149	233	357
YNR070W	chrXIV	765375	769376	+	4002	176	241	150	188	139	157	147	167	201	219
YNR071C	chrXIV	770440	771468	-	1029	149	197	91	95	48	49	26	23	34	31
YNR072W	chrXIV	772657	774351	+	1695	53	62	51	55	56	69	49	62	54	88
YNR073C	chrXIV	774792	776300	-	1509	135	443	189	289	265	292	145	1066	1158	1376
YNR074C	chrXIV	777602	778738	-	1137	473	644	378	490	360	403	332	314	310	339
YNR075W	chrXIV	779916	781040	+	1125	40	82	35	50	35	58	55	68	67	93
YNR075C-A	chrXIV	781511	781603	-	93	18	23	11	18	15	11	20	22	18	28
YNR076W	chrXIV	781918	782280	+	363	18	26	13	38	28	22	20	13	12	18
YNR077C	chrXIV	783287	783541	-	255	1	0	0	2	0	0	0	0	0	0
YOL166W-A	chrXV	585	740	+	156	0	0	0	0	1	0	1	0	0	0
YOL166C	chrXV	1000	1338	-	339	7	17	7	7	1	6	1	0	1	2
YOL165C	chrXV	1647	2078	-	432	78	92	60	60	43	59	44	28	29	34
YOL164W-A	chrXV	4130	4312	+	183	116	142	85	173	85	108	92	60	50	63
YOL164W	chrXV	6175	8115	+	1941	660	869	592	466	398	412	403	1435	432	1094
YOL163W	chrXV	9597	10106	+	510	67	77	74	41	47	47	62	81	30	181
YOL162W	chrXV	10119	10766	+	648	107	134	86	73	56	86	86	112	49	250
YOL161C	chrXV	11549	11911	-	363	1	0	0	0	0	0	0	1	1	0
YOL160W	chrXV	14313	14654	+	342	16	19	9	11	5	13	18	19	15	12
YOL159C-A	chrXV	15233	15505	-	273	87	81	55	68	56	65	55	59	68	56
YOL159C	chrXV	17281	17796	-	516	239	284	155	275	159	263	185	236	236	262
YOL158C	chrXV	19491	21311	-	1821	656	879	575	486	385	473	294	305	348	422
YOL157C	chrXV	22525	24294	-	1770	151	286	150	234	185	288	160	517	517	999
YOL156W	chrXV	25273	26976	+	1704	55	97	75	60	76	61	75	121	105	151
YOL155W-A	chrXV	27084	27218	+	135	8	12	4	5	12	4	5	13	9	8
YOL155C	chrXV	28703	31606	-	2904	1221	1700	969	2210	2061	1945	1345	1110	1190	1351
YOL154W	chrXV	34658	35407	+	750	9146	7837	7552	10758	9291	8672	12837	9981	8476	8069
YOL152W	chrXV	40748	42610	+	1863	193	231	154	163	140	162	111	267	204	213
YOL151W	chrXV	43694	44722	+	1029	1471	2332	1217	1481	1509	1674	1395	1408	1577	1821
YOL150C	chrXV	44473	44784	-	312	2	0	0	1	0	0	0	1	1	0
YOL149W	chrXV	44938	45633	+	696	175	224	162	183	183	205	214	223	226	232
YOL148C	chrXV	45760	47574	-	1815	163	184	139	158	137	161	140	175	188	243
YOL147C	chrXV	47933	48643	-	711	298	426	225	359	269	335	295	354	395	347
YOL146W	chrXV	48864	49448	+	585	92	111	66	101	95	96	88	119	107	133
YOL145C	chrXV	49555	52788	-	3234	651	1100	723	682	650	783	839	642	670	852
YOL144W	chrXV	53098	54552	+	1455	95	170	164	214	208	276	246	246	321	243
YOL143C	chrXV	54595	55104	-	510	775	1200	776	1275	1137	1241	986	795	1000	1061
YOL142W	chrXV	55558	56280	+	723	355	544	409	505	417	495	386	404	419	473
YOL141W	chrXV	56452	58539	+	2088	48	58	45	45	41	42	33	43	43	49
YOL140W	chrXV	58759	60030	+	1272	4125	4914	3452	3097	2359	2493	2270	1315	1305	965
YOL139C	chrXV	60383	61024	-	642	700	953	616	785	798	877	936	982	1068	1027
YOL138C	chrXV	61325	65350	-	4026	562	872	586	557	526	549	419	367	411	461
YOL137W	chrXV	65621	67114	+	1494	216	254	198	206	161	212	164	160	187	145
YOL136C	chrXV	67561	68754	-	1194	452	699	324	506	373	613	353	810	841	1089
YOL135C	chrXV	69376	70044	-	669	142	181	142	196	138	166	118	135	133	173
YOL134C	chrXV	70156	70545	-	390	5	5	3	2	1	0	1	2	1	0
YOL133W	chrXV	70325	70690	+	366	186	243	140	261	176	190	147	122	117	136
YOL132W	chrXV	71300	72715	+	1416	178	214	119	194	121	177	149	115	131	111
YOL131W	chrXV	73031	73357	+	327	49	57	41	52	51	51	66	73	73	51
YOL130W	chrXV	74400	76979	+	2580	465	648	375	389	344	402	364	415	452	462
YOL129W	chrXV	77560	78114	+	555	669	817	489	1117	736	861	760	682	604	666
YOL128C	chrXV	78352	79479	-	1128	298	251	217	270	169	217	242	228	191	261
YOL127W	chrXV	80348	81190	+	843	765	1261	855	1317	1224	1330	1209	1413	1501	1413
YOL126C	chrXV	81787	82920	-	1134	401	691	377	770	531	625	412	433	407	385
YOL125W	chrXV	83834	85264	+	1431	255	449	367	356	338	366	317	351	367	350
YOL124C	chrXV	85456	86757	-	1302	105	191	157	158	167	198	202	309	279	233
YOL123W	chrXV	87844	89448	+	1605	905	1268	736	1167	852	810	878	436	380	338
YOL122C	chrXV	89692	91419	-	1728	354	572	361	337	275	374	290	615	564	551
YOL121C	chrXV	92026	92850	-	825	423	704	555	576	698	681	647	714	761	675
YOL120C	chrXV	93395	94402	-	1008	843	1378	1121	1151	1197	1257	1108	1293	1452	1361
YOL119C	chrXV	94856	96361	-	1506	2378	3388	2201	2286	1525	1923	1112	960	995	1032
YOL118C	chrXV	96608	96916	-	309	251	248	164	233	134	230	98	79	103	62
YOL117W	chrXV	97551	99488	+	1938	572	746	460	533	328	536	291	218	215	285
YOL116W	chrXV	99809	100957	+	1149	593	766	340	607	310	431	259	167	164	187
YOL115W	chrXV	101475	103229	+	1755	189	264	188	273	208	245	234	163	171	192
YOL114C	chrXV	103317	103925	-	609	19	36	20	45	32	23	29	34	16	34
YOL113W	chrXV	104326	106293	+	1968	410	483	299	447	252	424	313	496	441	603
YOL112W	chrXV	106710	108188	+	1479	698	1019	687	605	572	623	524	528	569	583
YOL111C	chrXV	108258	108896	-	639	315	351	279	397	367	394	327	330	259	324
YOL110W	chrXV	109176	109889	+	714	126	173	88	172	142	128	105	111	102	128
YOL109W	chrXV	110297	110638	+	342	1899	2980	1551	1418	1336	1894	1428	3022	2971	3508
YOL108C	chrXV	111431	111886	-	456	424	579	420	566	416	523	473	448	394	401
YOL107W	chrXV	112102	113130	+	1029	472	653	448	377	305	401	334	257	231	222
YOL106W	chrXV	113226	113579	+	354	166	185	106	154	93	126	143	54	43	42
YOL105C	chrXV	114138	115808	-	1671	121	212	133	141	105	122	83	165	168	178
YOL104C	chrXV	116396	117454	-	1059	61	68	45	37	31	56	48	56	50	58
YOL103W	chrXV	124001	125830	+	1830	338	444	326	350	334	388	320	382	374	427
YOL102C	chrXV	125997	126689	-	693	102	136	82	102	70	95	86	126	124	118
YOL101C	chrXV	126982	127920	-	939	12	19	10	21	18	20	23	26	24	27
YOL100W	chrXV	129237	132482	+	3246	263	465	220	227	192	282	236	357	402	555
YOL099C	chrXV	132017	132508	-	492	2	4	0	1	1	1	1	2	1	1
YOL098C	chrXV	132725	135838	-	3114	626	1005	640	564	557	660	615	667	621	747
YOL097W-A	chrXV	136220	136405	+	186	7	8	5	12	6	7	5	9	7	7
YOL097C	chrXV	136527	137825	-	1299	784	1089	920	719	774	803	884	712	789	766
YOL096C	chrXV	138107	139045	-	939	244	444	283	417	456	416	427	326	294	332
YOL095C	chrXV	139227	141347	-	2121	72	143	97	89	68	81	81	73	92	101
YOL094C	chrXV	141584	142555	-	972	121	166	137	115	93	107	159	176	157	172
YOL093W	chrXV	142815	143696	+	882	126	240	199	151	163	170	216	263	323	259
YOL092W	chrXV	144204	145130	+	927	302	334	269	404	254	334	216	227	221	224
YOL091W	chrXV	145334	147163	+	1830	312	348	187	182	111	164	108	66	69	95
YOL090W	chrXV	147382	150276	+	2895	323	371	260	244	259	358	334	464	516	642
YOL089C	chrXV	150398	153490	-	3093	236	279	143	185	121	184	120	175	176	282
YOL088C	chrXV	153912	154745	-	834	385	551	401	425	397	457	493	304	375	404
YOL087C	chrXV	155287	158637	-	3351	677	1139	662	844	737	903	816	781	708	914
YOL086W-A	chrXV	159173	159445	+	273	112	152	74	154	101	106	110	124	122	117
YOL086C	chrXV	159548	160594	-	1047	4746	9991	5080	5901	6314	6035	3809	6450	6791	6634
YOL085W-A	chrXV	161579	161791	+	213	9	36	9	17	8	10	6	20	21	24
YOL085C	chrXV	161673	162014	-	342	9	12	4	4	5	8	4	6	4	2
YOL084W	chrXV	162356	165331	+	2976	457	918	351	715	428	584	259	521	591	1079
YOL083W	chrXV	165714	166952	+	1239	121	225	81	192	138	179	168	199	192	263
YOL083C-A	chrXV	166461	166601	-	141	0	0	0	0	0	0	0	0	0	0
YOL082W	chrXV	168727	169974	+	1248	717	840	456	1157	759	854	783	671	593	813
YOL081W	chrXV	171070	180309	+	9240	1200	1995	932	1701	1017	1845	1087	2158	2292	4092
YOL080C	chrXV	180558	181427	-	870	37	83	48	59	69	89	84	83	107	85
YOL079W	chrXV	181057	181455	+	399	0	0	4	0	0	0	0	0	0	0
YOL078W	chrXV	181682	185212	+	3531	177	351	209	207	204	225	149	203	216	231
YOL077W-A	chrXV	185438	185644	+	207	91	156	98	150	120	164	162	265	251	255
YOL077C	chrXV	185848	186723	-	876	171	357	280	326	368	417	443	462	589	537
YOL076W	chrXV	187024	189414	+	2391	132	203	123	91	119	160	133	121	151	224
YOL075C	chrXV	189658	193542	-	3885	204	288	175	195	176	227	189	200	230	256
YOL073C	chrXV	193832	194800	-	969	197	279	173	356	256	251	193	219	226	267
YOL072W	chrXV	194970	196337	+	1368	190	293	211	279	225	273	208	260	300	306
YOL071W	chrXV	196507	196995	+	489	183	275	146	269	224	252	227	266	202	259
YOL070C	chrXV	197220	198725	-	1506	248	400	282	314	302	308	288	435	437	457
YOL069W	chrXV	198942	200297	+	1356	214	286	166	155	133	162	125	130	155	155
YOL068C	chrXV	200368	201879	-	1512	963	1390	1048	920	757	958	844	581	620	711
YOL067C	chrXV	201985	202518	-	534	69	117	84	60	52	43	31	64	76	70
YOL066C	chrXV	202696	204471	-	1776	268	407	270	356	267	351	241	177	237	216
YOL065C	chrXV	204731	205885	-	1155	231	298	216	311	261	234	219	164	175	236
YOL064C	chrXV	206103	207176	-	1074	2449	2883	1969	1833	1557	1413	1431	1578	751	1920
YOL063C	chrXV	207392	210265	-	2874	547	805	487	479	322	406	270	315	336	391
YOL062C	chrXV	210520	211995	-	1476	590	761	518	597	509	599	515	541	597	612
YOL061W	chrXV	212244	213734	+	1491	513	715	496	655	603	651	593	715	663	648
YOL060C	chrXV	214017	216137	-	2121	637	990	561	810	648	832	674	728	845	1076
YOL059W	chrXV	217126	218448	+	1323	746	1038	725	1076	923	1023	705	751	948	963
YOL058W	chrXV	219211	220473	+	1263	13335	16897	11124	17692	15257	14223	13578	6814	8620	5792
YOL057W	chrXV	220767	222902	+	2136	1063	1444	924	914	661	829	730	601	535	651
YOL056W	chrXV	223268	224179	+	912	121	154	87	84	82	123	125	112	142	139
YOL055C	chrXV	224420	226075	-	1656	193	345	232	205	204	230	201	301	303	331
YOL054W	chrXV	228614	229834	+	1221	222	346	215	294	254	278	228	407	402	496
YOL053W	chrXV	230085	231272	+	1188	112	184	98	172	132	149	155	181	182	256
YOL052C-A	chrXV	231570	231755	-	186	672	1161	508	996	464	677	329	704	755	1032
YOL052C	chrXV	232446	233636	-	1191	270	440	272	388	362	404	327	365	393	583
YOL051W	chrXV	234940	238185	+	3246	328	436	277	239	224	240	234	352	295	406
YOL050C	chrXV	237882	238202	-	321	0	0	0	0	0	0	0	0	0	0
YOL049W	chrXV	238619	240094	+	1476	702	1122	718	784	721	964	862	768	829	881
YOL048C	chrXV	240204	241310	-	1107	503	608	277	731	384	572	357	269	268	337
YOL047C	chrXV	241614	242747	-	1134	30	41	12	73	35	46	26	60	55	51
YOL046C	chrXV	243466	244140	-	675	0	0	0	0	1	0	0	1	1	1
YOL045W	chrXV	243497	246802	+	3306	458	657	327	439	245	335	229	383	327	334
YOL044W	chrXV	247150	248301	+	1152	294	506	284	373	263	368	265	323	323	368
YOL043C	chrXV	248392	249534	-	1143	232	422	262	308	274	336	263	234	247	249
YOL042W	chrXV	249825	250916	+	1092	179	218	109	143	105	176	150	194	166	196
YOL041C	chrXV	251267	252646	-	1380	307	549	436	321	373	405	473	515	541	517
YOL040C	chrXV	253149	253577	-	429	763	1345	1214	1229	1406	1474	1273	1571	1563	1596
YOL039W	chrXV	254297	254617	+	321	458	712	708	728	760	751	674	729	756	767
YOL038C-A	chrXV	254926	255021	-	96	6	16	19	8	13	9	12	16	21	17
YOL038W	chrXV	255337	256101	+	765	842	1468	947	1323	1273	1158	1383	1271	1252	1190
YOL037C	chrXV	256666	257019	-	354	6	8	1	4	0	6	4	11	12	9
YOL036W	chrXV	256745	259030	+	2286	441	678	409	473	410	452	399	687	759	1016
YOL035C	chrXV	258803	259105	-	303	35	41	35	42	38	40	22	26	30	40
YOL034W	chrXV	259923	263204	+	3282	302	415	246	310	247	299	259	253	267	327
YOL033W	chrXV	263475	265085	+	1611	111	223	113	157	165	180	175	230	231	290
YOL032W	chrXV	265429	266169	+	741	523	937	405	1001	825	1196	730	1346	1799	3264
YOL031C	chrXV	266264	267529	-	1266	330	516	285	324	307	395	366	395	418	475
YOL030W	chrXV	268187	269641	+	1455	722	1146	806	680	648	705	571	906	779	810
YOL029C	chrXV	269815	270420	-	606	400	486	388	396	282	366	354	257	233	272
YOL028C	chrXV	270633	271370	-	738	137	199	153	113	101	111	130	128	127	129
YOL027C	chrXV	272003	273724	-	1722	2046	3172	2432	2625	2129	2302	1812	1131	1313	1282
YOL026C	chrXV	274012	274353	-	342	91	123	79	146	110	116	119	149	148	146
YOL025W	chrXV	274957	276939	+	1983	184	209	115	172	118	176	84	128	161	212
YOL024W	chrXV	277086	277604	+	519	54	43	45	52	19	27	20	7	12	3
YOL023W	chrXV	278056	280086	+	2031	168	288	140	161	144	191	193	234	223	269
YOL022C	chrXV	280272	281498	-	1227	182	293	193	242	241	265	287	351	384	386
YOL021C	chrXV	282421	285426	-	3006	540	827	607	634	593	634	645	712	648	745
YOL020W	chrXV	286172	287950	+	1779	441	559	372	369	327	458	330	530	570	667
YOL019W-A	chrXV	288420	288572	+	153	1	2	0	0	1	1	0	1	0	0
YOL019W	chrXV	288898	290553	+	1656	122	164	94	115	104	116	100	258	203	196
YOL018C	chrXV	290881	292074	-	1194	365	559	365	485	414	456	469	355	316	393
YOL017W	chrXV	292529	294673	+	2145	206	238	152	197	157	209	169	131	118	176
YOL016C	chrXV	294777	296120	-	1344	1106	1736	969	1781	1619	1872	1600	1422	1546	1514
YOL015W	chrXV	297078	298838	+	1761	43	50	29	48	23	36	42	37	30	34
YOL014W	chrXV	299693	300067	+	375	12	19	11	13	15	21	15	9	12	14
YOL013W-B	chrXV	300690	300980	+	291	0	0	0	3	1	1	0	2	0	0
YOL013W-A	chrXV	301047	301238	+	192	4	9	4	2	5	4	3	11	9	12
YOL013C	chrXV	301380	303035	-	1656	273	426	225	320	269	305	292	353	362	479
YOL012C	chrXV	303579	303983	-	405	199	252	146	227	275	276	291	273	305	310
YOL011W	chrXV	305349	307409	+	2061	213	294	152	365	255	229	248	287	241	265
YOL010W	chrXV	307938	309041	+	1104	157	349	288	305	251	278	235	332	349	346
YOL009C	chrXV	309324	310139	-	816	136	188	132	163	144	176	164	199	156	152
YOL008W	chrXV	310312	310935	+	624	117	161	111	117	88	122	115	117	112	121
YOL007C	chrXV	311342	312367	-	1026	128	145	104	114	93	84	79	66	69	87
YOL006C	chrXV	313078	315387	-	2310	618	1097	750	816	779	831	798	717	757	934
YOL005C	chrXV	315813	316175	-	363	132	175	133	268	217	246	202	240	251	241
YOL004W	chrXV	316938	321548	+	4611	1059	1712	1074	1235	1117	1302	1248	1043	1038	1297
YOL003C	chrXV	321858	322994	-	1137	271	377	233	276	274	284	274	181	196	207
YOL002C	chrXV	323411	324364	-	954	368	465	275	509	318	395	362	445	305	378
YOL001W	chrXV	325249	326130	+	882	361	475	279	391	206	293	234	160	131	165
YOR001W	chrXV	326832	329033	+	2202	334	590	404	471	369	528	437	476	505	463
YOR002W	chrXV	329417	331051	+	1635	515	690	426	508	388	441	375	406	409	496
YOR003W	chrXV	331455	332891	+	1437	402	544	348	379	309	361	313	329	283	330
YOR004W	chrXV	333592	334356	+	765	152	314	355	232	264	257	318	244	325	298
YOR005C	chrXV	334509	337343	-	2835	497	744	497	485	333	511	373	444	417	540
YOR006C	chrXV	337680	338621	-	942	189	337	262	448	435	465	458	387	427	415
YOR007C	chrXV	338938	339978	-	1041	4768	7674	4777	5360	5692	7032	6466	7171	8831	9301
YOR008C	chrXV	341278	342414	-	1137	426	640	346	409	319	392	299	463	491	614
YOR008C-A	chrXV	342857	343081	-	225	9	10	8	15	13	5	14	6	6	11
YOR008W-B	chrXV	343929	344030	+	102	10	13	5	17	14	4	4	6	5	4
YOR009W	chrXV	344335	345798	+	1464	247	327	211	264	151	169	157	78	73	69
YOR010C	chrXV	346195	346950	-	756	78	79	66	54	41	42	27	29	27	18
YOR011W	chrXV	349679	353863	+	4185	843	1061	530	400	255	357	224	252	275	367
YOR011W-A	chrXV	355652	355858	+	207	2	8	3	1	2	2	1	1	3	5
YOR012W	chrXV	356543	356956	+	414	34	32	18	35	32	44	31	36	56	66
YOR013W	chrXV	356751	357221	+	471	30	63	41	43	35	42	36	37	37	33
YOR014W	chrXV	357674	359947	+	2274	505	724	394	483	416	451	430	555	564	781
YOR015W	chrXV	359993	360352	+	360	208	287	213	247	184	263	215	197	178	183
YOR016C	chrXV	360461	361084	-	624	217	310	198	314	205	292	255	261	304	287
YOR017W	chrXV	361412	363814	+	2403	142	186	106	118	102	138	145	195	208	241
YOR018W	chrXV	364369	366882	+	2514	247	346	189	311	227	245	233	295	247	282
YOR019W	chrXV	368127	370319	+	2193	413	668	431	566	377	504	366	344	379	514
YOR020C	chrXV	370524	370844	-	321	1317	2289	1364	2065	1846	2255	1703	2424	2506	2664
YOR020W-A	chrXV	371685	371957	+	273	344	481	220	595	365	539	468	484	489	547
YOR021C	chrXV	372798	373439	-	642	459	703	536	683	767	848	926	879	1024	1028
YOR022C	chrXV	373710	375857	-	2148	316	430	227	285	223	316	278	289	298	369
YOR023C	chrXV	376012	377712	-	1701	438	654	415	603	445	513	500	557	502	646
YOR024W	chrXV	377847	378170	+	324	2	2	1	3	1	4	1	0	3	3
YOR025W	chrXV	378219	379562	+	1344	211	291	233	242	183	207	201	230	224	282
YOR026W	chrXV	379781	380806	+	1026	278	372	226	311	226	254	220	166	180	224
YOR027W	chrXV	381053	382822	+	1770	4956	8427	4611	5446	5151	6525	4752	8140	10362	14307
YOR028C	chrXV	383533	384420	-	888	48	91	35	98	70	93	41	46	43	85
YOR029W	chrXV	384600	384935	+	336	1	5	0	4	0	2	1	1	3	3
YOR030W	chrXV	386825	388684	+	1860	204	289	190	183	124	170	158	190	200	241
YOR032C	chrXV	389771	391075	-	1305	140	192	95	74	69	95	107	129	94	182
YOR032W-A	chrXV	392176	392376	+	201	57	76	40	40	20	42	31	38	19	32
YOR033C	chrXV	392416	394524	-	2109	407	592	367	362	340	431	366	355	376	443
YOR034C	chrXV	394837	397086	-	2250	493	654	399	540	393	492	332	250	275	275
YOR034C-A	chrXV	397426	397668	-	243	51	72	43	64	35	52	60	55	39	40
YOR035C	chrXV	397735	400104	-	2370	442	603	343	393	362	433	401	583	553	704
YOR036W	chrXV	400348	401214	+	867	393	581	331	733	606	784	653	749	682	726
YOR037W	chrXV	401555	402655	+	1101	277	384	228	259	232	275	293	278	299	363
YOR038C	chrXV	402761	405388	-	2628	195	294	180	195	188	246	185	159	133	214
YOR039W	chrXV	405768	406544	+	777	227	310	199	212	198	218	195	264	263	349
YOR040W	chrXV	407064	407921	+	858	168	231	140	205	203	176	185	133	146	133
YOR041C	chrXV	408358	408789	-	432	1	5	1	1	3	1	1	0	1	1
YOR042W	chrXV	408425	409660	+	1236	631	858	507	873	754	832	747	759	813	882
YOR043W	chrXV	410870	412330	+	1461	1023	1407	951	1089	756	958	772	660	641	692
YOR044W	chrXV	413007	413480	+	474	359	421	217	322	150	228	122	87	82	83
YOR045W	chrXV	413852	414037	+	186	145	200	110	182	161	208	204	196	196	202
YOR046C	chrXV	414459	415907	-	1449	385	535	364	409	384	454	475	485	488	543
YOR047C	chrXV	416347	417681	-	1335	379	548	320	469	347	417	310	295	300	299
YOR048C	chrXV	418630	421650	-	3021	612	887	626	571	497	619	570	676	613	716
YOR049C	chrXV	422668	423732	-	1065	218	305	152	335	244	294	222	244	230	392
YOR050C	chrXV	424270	424617	-	348	121	133	95	142	100	96	100	80	70	66
YOR051C	chrXV	424846	426084	-	1239	645	1053	909	1176	1163	1229	1163	922	982	991
YOR052C	chrXV	426772	427224	-	453	915	1199	632	807	511	716	579	887	825	992
YOR053W	chrXV	427817	428158	+	342	0	1	0	0	2	1	0	1	0	1
YOR054C	chrXV	427833	429857	-	2025	525	832	426	850	666	758	497	323	293	492
YOR055W	chrXV	429478	429912	+	435	4	3	3	1	2	3	1	6	4	3
YOR056C	chrXV	430247	431626	-	1380	496	882	803	720	716	835	786	698	868	745
YOR057W	chrXV	432186	433373	+	1188	581	806	484	624	496	627	545	409	405	508
YOR058C	chrXV	433688	436345	-	2658	166	265	171	163	150	216	151	211	185	223
YOR059C	chrXV	438906	440258	-	1353	560	787	473	577	481	590	571	517	468	582
YOR060C	chrXV	440390	441163	-	774	45	94	55	61	46	62	64	74	95	86
YOR061W	chrXV	441534	442553	+	1020	430	622	390	429	422	502	583	624	668	752
YOR062C	chrXV	442725	443531	-	807	551	608	314	734	544	659	400	607	611	556
YOR063W	chrXV	444686	445849	+	1164	4998	7824	6345	6323	6035	6060	5649	6569	6117	5622
YOR064C	chrXV	446079	446738	-	660	322	504	320	423	299	340	336	286	266	275
YOR065W	chrXV	447439	448368	+	930	1164	1503	855	1996	1354	1555	1696	1259	1194	1127
YOR066W	chrXV	449436	451325	+	1890	123	209	147	222	148	182	118	200	177	192
YOR067C	chrXV	451729	453462	-	1734	141	193	109	121	75	124	92	139	134	155
YOR069W	chrXV	453768	455795	+	2028	308	475	304	373	321	371	339	381	412	471
YOR068C	chrXV	453869	454213	-	345	0	0	0	0	0	0	0	0	0	0
YOR070C	chrXV	455907	457820	-	1914	259	418	232	301	231	266	233	215	259	303
YOR071C	chrXV	459480	461276	-	1797	787	1141	999	354	341	405	384	201	199	232
YOR072W	chrXV	461502	461816	+	315	7	6	1	7	5	5	1	4	3	5
YOR072W-A	chrXV	461791	462039	+	249	0	8	6	2	2	4	1	2	1	0
YOR072W-B	chrXV	464469	464630	+	162	0	0	0	0	0	0	0	0	1	0
YOR073W	chrXV	464771	466543	+	1773	49	72	51	48	33	55	47	61	81	87
YOR074C	chrXV	466675	467589	-	915	29	50	35	79	86	82	124	151	149	177
YOR073W-A	chrXV	467390	467623	+	234	0	1	0	0	0	0	0	0	0	2
YOR075W	chrXV	468212	469252	+	1041	144	224	106	127	123	173	149	219	182	272
YOR076C	chrXV	469377	471620	-	2244	126	194	82	116	101	126	102	103	127	157
YOR077W	chrXV	471899	472597	+	699	39	77	49	61	59	66	57	65	93	99
YOR078W	chrXV	472725	473369	+	645	170	288	219	227	180	247	207	252	225	232
YOR079C	chrXV	473475	474416	-	942	241	321	208	204	133	166	118	210	208	185
YOR080W	chrXV	474594	476792	+	2199	348	576	319	315	233	330	261	321	315	339
YOR081C	chrXV	476939	479188	-	2250	214	351	191	228	167	251	164	191	202	332
YOR082C	chrXV	479296	479637	-	342	2	1	1	4	2	7	7	2	1	2
YOR083W	chrXV	479533	480420	+	888	9	25	22	23	28	23	15	17	25	34
YOR084W	chrXV	480587	481750	+	1164	94	165	81	160	129	140	87	117	85	111
YOR085W	chrXV	482033	483085	+	1053	225	328	198	245	193	241	191	271	277	323
YOR086C	chrXV	483219	486779	-	3561	1352	1996	1254	1982	1622	1832	1441	1112	934	1251
YOR087W	chrXV	487707	489734	+	2028	286	390	250	300	180	271	233	234	216	243
YOR089C	chrXV	490196	490828	-	633	512	773	480	655	553	697	608	711	721	813
YOR090C	chrXV	491123	492841	-	1719	462	657	442	585	577	610	588	539	506	548
YOR091W	chrXV	493433	494470	+	1038	263	447	368	366	395	422	388	478	577	507
YOR092W	chrXV	495127	496968	+	1842	136	202	104	194	191	193	146	198	149	210
YOR093C	chrXV	497506	502452	-	4947	394	514	266	285	201	306	213	183	192	252
YOR094W	chrXV	502795	503346	+	552	117	194	114	116	101	132	96	139	148	177
YOR095C	chrXV	503552	504328	-	777	77	150	157	134	93	131	123	137	120	108
YOR096W	chrXV	505794	506767	+	974	637	1005	798	811	885	942	920	963	942	890
YOR097C	chrXV	506978	507505	-	528	106	179	132	150	148	141	151	179	165	197
